"店铺","时间","商品ID","商品名称","失败原因"
"云米拼多多专卖店_新店","2026/5/7 13:53:36","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:53:39","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:53:42","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:53:45","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:53:47","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:53:50","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:53:53","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:53:56","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:53:58","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:01","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:04","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:06","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:09","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:12","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:15","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:17","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:20","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:23","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:26","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:28","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:31","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:34","916398420768","VIOMI云米 复合滤芯五合一","[映射异常] 该系统商品绑定了多个抓取条码 (6923185627425  6923185657347  6923185653998  6923185653622  6923185656821  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:37","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:39","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:42","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:45","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:48","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:51","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:53","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:56","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:54:59","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:01","939928309801","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185618379  6923185600664  6923185649502  6923185654872  6923185654544  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:04","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:07","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:10","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:12","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:15","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:18","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:21","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:24","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:26","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:55:29","939930331098","VIOMI云米 滤芯 反渗透滤芯RO膜","[映射异常] 该系统商品绑定了多个抓取条码 (6923185600664  6923185649502  6923185654872  6923185654544  6923185649519  69"
"云米拼多多专卖店_新店","2026/5/7 13:56:34","942754114793","云米AI燃气热水器 智控恒温防冻节能安全水质净化精准控温13L强排","locator.waitFor: Timeout 10000ms exceeded. Call log: [2m  - waiting for getByTestId('beast-core-tab"
